DATE,STAR,LIKE,DISLIKE,TITLE,REVIEW
2022-07-21 04:18:57,4,0,0,다 좋은데 아쉬운 점 🤧,"일단 다 조아요! 커스텀도 할 수 있고,월드에서 놀 수도 있고 정말 좋은데, 영상 올릴때 혹시 영상 길이 5분 정도로 늘려 주실 수 있나요,,?ㅠㅠ 💦 이것만 고치면 정말 좋을 것 같네요🥺❤️ 저 제페토 하루도 빠짐없이 해요 ㅋㅋㅋ 재밌어요!!🏃‍♀️ 영상 길이 조금 늘려주세요 💗"
2022-07-20 18:39:26,5,0,0,라이브를 킬수 있게 해주세요,라이브를 유명한 분만 되다가 15k가 되니 또 방송권한이 생기더라구요! 1k까지 내려주셨음 좋겠어요ㅠㅜ
2022-07-20 04:47:41,1,0,0,ㅇㄴ 빡치네,"아니 계속 튕겨요…핑,렉도 계속 걸리고….진짜 너무해서 구취 하고싶었음"
2022-07-20 04:21:36,3,0,0,로그인이 안돼요,"제가 pc로 제페토 아이템을 만들려고 pc로 로그인을 하는데 전화번호,이메일로 로그인을 하려고 하니 비밀번호 혹은 전화번호,이메일이 틀렸다고 하네요"
2022-07-20 00:35:34,5,0,0,아이패드로 사용중입니다,카메라모드나 포토부스를 들어갔을 때 크키조절이 갑자기 불가능해졌습니다. 캐릭터 자체가 터치가 안됩니다. 빠른해결 부탁드립니다🙏🏻/오류 수정 감사합니다
2022-07-19 07:32:30,5,0,0,짱 최고,"진짜 제가 옛날부터 좋아하던 게임였는데 크리에이터 아이템 선물도 완전 좋고 근데 허위 신고 ,저격글 같은게 많이 올라오더라구요 신고를 할땐 더 자세히 질문(?) 해주셔ㅛ으면 좋겠고 저격 하는 계시물을 어떻게 든 해주셨으면 좋겠어여 그거 빼곤 최고예여ㅕ!!!!!"
2022-07-19 02:35:51,4,0,0,아아니 다 좋은데요,"제페토 3년차 유저입니다
허위신고좀 어떻게 해봐요…ㅠㅠ 아무것도 안했는데 벌써 기기정지 2번이나 먹었습니다.. ㅠㅠ
커스텀이나 아이템 등등.. 다양하고 디테일해서 좋은데 허위신고때문에 제페토를 못하겠네요.."
2022-07-18 23:38:24,5,0,0,제페토,2017?18 부터 썼는데요 모션 썻을때 머리카락이 몸 통과하는것좀 고쳐주세요
2022-07-18 21:04:22,1,0,0,1점도아깝다,"안녕하세요.저는초등학생유저입니다. 어느날제페토를알게되었어요 그래서깔았는데가입이너무힘들더라고요 그리고너무튕겨요.ㅠㅠ🥺😭 젬모으기너무힘들어요ㅠㅠ 처음에는코인으로만사다 젬으로도사는데 1젬은괜찮은데... 50젬은현질유도아닌가요? 젬좀줄여주세요. 이런것들빼고는딱히없네요🥰 이런거는꼭고쳐주세요.❤️ 답변부탁드립니다.그리고!젬을이벤트로도주는데.너무한거아니에요?아니제페토인구가10만명이넘는데100명도아니고10명?
그냥이벤트로10젬씩쏘는겄도아니고
줘도진짜가끔씩만주잖아요
어린이는요젬얻는데에
어린이못하는겄밖에없어요
아니뭐만하면2젬은넘어가요
부자들은구걸방이러면서하잖아요
그냥이벤트할때마다젬만올라가잖아요
1젬짜리3계월동안못얻었어요
사람들이1000젬있다고해서들어가니깐
1도안줘요
인기있는사람들왜그런줄알아요?
젬옷이라서그래요
돈좀구걸하게
이거보고사람들한테100젬씩쏘시든지
이벤트때마다10젬씩쏘시든지하세요"
2022-07-18 19:11:22,1,0,0,망둥어 오류 고쳐주세요 제발요,월드에 가면 자꾸 기존에 있던 아바타가 키가 작아지면서 망둥어가 되는데 제발 고쳐주세면 좋겠습니다..부탁드려요
2022-07-18 07:55:24,5,0,0,장점과 단점,"장점은 매우재밋고 맵이 여러가지가있고 옷도 제작할수있고 다양하게 예쁜옷들이 많아서 좋습니다. 친추해서 친구랑 같이 게임할수있고 채팅도 칠수있고 선물하기도 되고
메세지도 가능하고 질리지않게 이벤트도 있습니다. 

단점은 젬이 잘 모이지가 않는데 30젬 40젬 하는게 있어서 아무리 모아도 안되는게 있습니다."
2022-07-18 05:12:01,4,0,0,제페토는 갓겜,다 좋은데 아이폰유저 라서 젬이 안 얻어지고 그런 경우가 많더라고요. 그래서 아이폰 유저도 젬 얻을 수 있게 해주시고 젬을 쉽게 얻을 수 있게 해주세요. 어린이들도 하는데 현질 보단 쾌스트 같은 거 깨서 쉽게 얻는게 낮지 않나요? 또 개인적으로 집 꾸미기를 굉장히 좋아하는 유저라 집 같은걸 코인&젬으로 사서 꾸미는 그런 것을 하면너무 좋을 것 같아요!
2022-07-18 05:11:06,1,0,0,재밌어요 중독성 짱 🥰💖,"다 좋아요 !! 근데 가끔씩 튕기더라구요..ㅜㅜ😖🤧
그래서 튕기는것만 빼면 진짜 쨩입미다💞💞
최애 게임이 되기도하고 저에겐 인생게임 입니다 !!
그치만 단점이 너무 중독되버리면 못빠져 나와요..
그래도 좋은 게임 입니다,💗제작자님!!이런 좋은게임 만들어주셔서 감사합니다아🥰🥰💖💖💖💖"
2022-07-18 05:08:37,1,0,0,그냥 별로다,"재밌었는데 구매하는거에서 화남 구매도 안되고
휴대폰하면 또 추가하라고 하고 카드하면 만료일 계속 다시쓰라고하고 랙도 겁나 많이 걸림 너무 별로다
다시는 안할듯 이거 쓰고 바로 앱 지울거임"
2022-07-17 23:29:16,5,0,0,다 좋은데요 2%가 항상 아쉬워요,"이번에 크리에이터 선물할 수 있는 기능은 정말
좋은 업데이트라고 생각합니다 😽 그런데 제페토에서
내는 아이템들이 요즘 거의 다 젬으로 된 느낌을
받았어요. 젬을 차곡차곡 모으려고 해도 30-40은
무료로 벌기 힘들더라고요 😿
출석체크를 리뉴얼해서 한 달에 1젬씩 얻을 수 있는
시스템을 도입했으면 좋겠습니다 😻
좋은 쪽으로 추진 바래요... 유저들이 무엇을 해야
좋아할지에 대해 늘 회의하시고 노력하실 운영자분들께
감사의 말씀을 드립니다"
2022-07-17 01:36:50,2,0,0,보안할점,다좋은데 회원가입후 30일 지나야지 선물 보낼수 있는것좀 없애주세요;;이것땜에 한달을 꼬박 기다려야해서 너무 스트레스받네요 회원가입만 하면되지 굳이 또 한달을 기다려야하는 이유를 모르겠습니다 누구한테 선물보내고 싶어도 맨날 이핑셰대면서 피하기도 뭐하고..예전에는 괜찮았는데 요즘 너무 빡빡해진것같아요
2022-07-16 19:32:57,5,0,0,혹시 이부분 오류인지 확인 가능할까요!,"제가 아이패드(아이패드프로 3세대 11인치)로 스튜디오에서 캐릭터 컷을 딸려고 하는데 확대와 이동 회전이 일체 안되네요?
핸드폰(아이폰 XR)에선 되는데...

혹시 이부분 오류인지 체크 부탁드릴게요 
업데이트 최신이고, 앱 지웠다 다시깔고, 패드도 껐다가 다시 켜도 전혀 안돼요!!"
2022-07-16 19:08:32,2,0,0,사람 차별하나요?,안녕하세요 4년동안한 제페토한사람이지만 친구는 그냥 시작한지 별로 안됐는데 아이돌 시켜주시고 저는 열심히 모은 코인으로 꾸미는데 친구는 아이돌 시켜주고 전 안시켜 주세요? 사람 차별하시나요? 이런건 좀 아니라고 봅니다
2022-07-16 13:00:35,3,0,0,안녕하세요!,"저는 중국에살고 있는 한국인 인데요.
저도 크리에이터를 해보고싶어서 크리에이터되기를 눌렀더니 전화번호를 입력햐여 하는데 (중국)국가 자체가 없더라고요ㅠㅠㅠㅠㅠㅠ
혹시 중국도 넣어주실수 있나요?!"
2022-07-16 06:51:29,3,0,0,제발 젬좀 주세요 😰,제페토를 2년 반 동안 플레이 하고 있는 유저 입니다 정말 재밌고 좋은데 코인은 시작하면 많이 주고 또 하루 하루 마다 출석체크 해서 주고 그러는데 젬은 설문조사 아니면 얻기 정말 힘들더라구요 그래서 노인처럼 퀘스트 하면 주는 젬퀘스트 를 만드시던가 하셨으면 좋겠습니다 ㅠㅠ 그리고 설문조사로 젬을 많이 얻긴하는데 중간중간마다 이제 더이상 질문이 없다고 뜰때가 많은데 그때마다 정말 너무 짜증나거든요 그 부분도 보안해주시면 감사하겠습니다
2022-07-16 05:37:53,4,0,0,젬 획득 찬스 오류,"안녕하세요
저는 아이폰을 사용하고 있는 한 유저입니다
요즈음 젬 획득찬스가 작동이 안됩니다
해결법이 있을까요?"
2022-07-16 04:00:15,2,0,0,이거봐주세여,캐릭터가 움직일때 머리카락이 몸을 관통해서 나오는 것 만 고쳐주시옵소서
2022-07-16 03:24:03,3,0,0,제페토 리뷰,"안녕하세요!  제페토를 제밌게 잘 하고있는 한 유저 입니다😀
무선 장점을 말씀드릴께요!
1.코인은 쉽게 얻을수 있다.
2.옷 종류가 다양하다.
3.선물하기가 있어 친구에게 선물을 보낼수 있다.
4.맵 종류가 많고,게임도 많이 있어서 재밌다.
5.캐릭터로 영상,사진도 만들수있다.

단점
1.젬을 얻을려면 현질을 해야한다.
2.젬템 이 더 이쁘고 멋지다.
3.복원? 그런게 있는데 당첨이 잘 안된다

이거빼고 다 좋은것 같아요! 전 젬 7개만 처음에 무료로 나눠주는것도 좋을것 같네요..!!"
2022-07-16 02:58:07,5,0,0,젬 좀 늘려 주세요,"젬 늘려주세요 ㅠㅠㅠ 제가 1년 넘게 제페토를 깔았다 말았다 이렇게 하다가 사용했습니다 젬이 너무 없고 코인으로 사는 것은 약간 촌시럽고 주변에 케릭터가 모두 케릭터는 젬을 사용하고있습니다 제가 젬을 어떻게 모았냐고 물어보면 모두 이벤트,현질을 해서
얻은 거라고 하더군요 제가 1년 넘게 사용하면서 젬을 최대 7젬을 모았어요 이것만 빼면 매우 좋고 
최근에 크리템을 줄수있은 기능 이 생겼더군요 그건 매우 만족합니다 업데이트 정말 감사합니다."
2022-07-16 02:52:28,5,0,0,크리템.. 샀는데 몇달뒤 지혼자 환불됨,그 아이템을 찾고 싶어요 겁나 아끼던 거였는데 버그인지 여하튼 좀 짜증나요. 도와주세요
2022-07-16 01:48:28,1,0,0,처음,처음애 들어갈때 로그인이 안되요 그래서 없애줬으면 합니다
2022-07-16 01:02:57,4,0,0,제발….ㅠ,전제페토를한4년정도한유저인데요즘옷들이랑헤어가넘비싸요오ㅠ현질을못해서잼을모아야하는데 다좋은데젬을받을수있는걸더만들어주셨음합니다!
2022-07-16 00:18:47,1,0,0,아쉬운점,"설문조사,회원가입 등 하면 젬 준다길래 했어요
근데? 이 어플은 실행을 안한데요 이미 가입을 다 했는데
장난하는것도 아니고요 아이폰은 게임해서 젬 얻을
수도 없는데 불편하게 해서 젬 얻을려고해도 안주고
설문조사 하다가 중간에 뚝 끊겨서 오류난다 그러고
뭐하자는거죠? 보완좀 해주세요"
2022-07-15 23:12:07,5,0,0,제 계정좀 살려주세요 제발...,트위터 로그인인데 트위터 계정이 없어졌어요 계정 아이디도 기억나요 _x_kyoxae_에요 트위터 계정은 @jinsimnyeo05였어요 아이디 등록 하면서 왜 비번 등록을 안 했는지 모르겠네요? 저 계정 로그 보면 아시겠지만 제페토 진짜 초창기부터 했어요 살려주시면 감사의 의미로 현질할게요 저 제죽제살이에요 저좀살려주세요제발
2022-07-15 21:18:07,5,0,0,굳,원래 크리템을 못보내서 아쉬윘는데 이제 고쳐주셔서 가지고싶은건 다 가질수 있습니다! 근데 인테리어 아이템을 위시에 할수있으면 더 좋을거같아요
2022-07-15 19:33:17,5,0,0,네..너무 재밌네요.,"에..안녕하세요!! 저는 지금 제페토 59팔을 유지하고 있는 유저 입니다. 제페토란 게임이 캐릭터를 꾸며서 월드에서 놀고 옷도 만들고 하는게 굉장히 재밌어요!!
그런데..갈수록 옷이 더 비싸지고 젬도 잘 안주니까 옷 사기도 어렵더라고요. 잼을 너무 인 줘서 옷이나 헤어스타일이건 거의 살게 없어요..저는 현질을 못하는 사람이라서 현질도 못해요!!(제 나이 12살 입니다)
그래서 이것만 보안해 드리면 아주 감사하겠습니다.
이거 빼곤 다 재미있으니까 앞으로 더 열심히 보안해 주세요^*^ 그럼 안녕히 계세요😀"
2022-07-15 07:56:28,5,0,0,다 좋은데,"저 같은 무과러들은 젬,코 모으기가 힘들어요. 젬같은 경우는 점프마스터랑 헬로월드에서 얻을수 있잖아요? (+설문) 근데
그 설문 있죠, 그거 없애시면 진짜 안되요! 근데 그 설문조사에서 다 해도 젬이 안 들어오는 경우가 있더리구요..오류 고쳐주세요"
2022-07-15 07:35:02,1,0,0,너무 별로에요.,앱 사용성도 그렇고 너무 갈수록 실망스러워요.
2022-07-15 05:52:25,4,0,0,설문조사가..,설문조사 하려고 들어갔는데 죄송합니다 설문조사를 불러올수 없습니다 게속 반복 된다면 이 페이지에 들어 가주세요 이런거 자꾸 떠요 현질도 못 해서 설문 조사로 젬 얻는 무과금 유저로서 불편하네요 왜 그런거죠?ᩚ
2022-07-15 03:35:13,5,0,0,다 좋지만 보안할 점,"패드로 제페토를 많이 쓰고있는 유저입니다 패드에서만 그러는 건지 업데이트가 되서 그런지 포토부스 사용할 때 캐릭터 위치를 옮기거나 확대,축소가 안되더라구요 예전에는 됐는데 요즘은 안되서 불편하더라구요 제페토 게임 내 게시물에 올릴 영상편집을 만들 때도 불편합니다 제페토 다 좋지만 이런 부분이 좀 아쉽네요 이 점이 사소하지만 은근 불편해서 잘 보안됐으면 좋겠어용"
2022-07-14 19:05:47,5,0,0,안녕하세요!😁✌️✨,"안녕하세요! 제페토 유저인데요 혹시 라이브 방송을 한명말고 두명이서 같이할수있는 기능을 만들어주실수있나요?🙏그러면 라이브가 더더욱 제미있을거 같아요,!😄 라이브🔴에 대한 글 읽어주셔서 감사합니다! 제페토 항상 재미있어요!☺️👏🍀"
2022-07-14 08:32:07,5,0,0,망둥어 오류,망둥어 오류 못고치나요??ㅠ
2022-07-14 04:51:21,4,0,0,3년째 젶 유저,"안녕하세요!! 젶을 3년째 플레이하고 있는 유저입니다😍제페토 다 좋아요... 퀄리티 진짜 대박이고 웬만한 건 다 할 수 있고, 약속은 진짜 잘 지켜요. 근데 이번에 제페토에 대한 제 신뢰가 떨어지는 일이 생겼어요. 바로 '라이브.' 차후 모든 유저가 라이브를 킬 수 있게 하겠다며 발표했는데 그게 팔로워 많은 사람들만 뽑아서 시키겠단 뜻이였나요? 라이브 많은 사람이 지원했지만 팔로워 300이하인 사람 한 명도 안 뽑힌 걸로 기억하네요. 그리고 모든 유저가 사용하게 하려면 누구나 라이브를 킬 수 있게 시작버튼을 모두에게 제공하던지 소수만 사용하는 건 옳지 않다고 봐요. 약속과도 맞지 않고요."
2022-07-14 03:30:03,5,0,0,너̆̈무̆̈나̆̈ 좋̆̈은̆̈ 제̆̈페̆̈토̆̈!,너무 재미있고 특히 요즘에 업데이트가 된 크리템을 선물을 보낼수 있다는게 너무 좋아요!
2022-07-14 02:08:16,5,0,0,3년,크리에이터 분들 옷 따라하지 마세요 앱 제작자라는 분들이 직접 만드시는 것도 아니고 아이디어 딸린다고 베껴오시면 안되죠;;
2022-07-14 02:02:18,4,0,0,ㅈㅈㅈ젬,탭조이 광고가 안떠요 오류 수정 부탁드립니당 다른건 너무 잘 사용하고 잇어요 그리고 크리에이터로 젬을 벌면 5000젬부터 현금으로 바꿀수 있다는데 그냥 5000젬 안돼도 젬으로 바꿀수 잇게 해주세요
2022-07-14 01:20:12,4,0,0,너무 좋아요!!,"이번 업데이트 대박이네요+
오래전부터 많이 요청됐던걸로 아는데 드디어!!!
크리템선물이!! 이거진짜 너무좋아요🫶🏻

근데 정말 원하는게 있는데ㅠㅠ
월드에 가면 다른 사람의 코디를 볼 수 있잖아요?
그걸 볼수 없게 할수있었음 좋겠어요!!
간곡하게부탁드려봅니다🙏🙏"
2022-07-14 01:16:24,5,0,0,제페토는 이제 누구나 해야됀다!…,안녕하세요 2021년 부터 제페토를 해온 유저입니다. 크리에이터 아이템도 선물을 할 수 있어 정말 좋습니다! 하지만 인테리어 아이템을 위시리스트에 담아놀 수가 없어서 불편합니다ㅠㅠ 그래서 리뷰를 작성합니다! 그리고 메세지와 선물을 할 수 있는 것부터 너무 편리하고 좋습니다💖그래서 친구들과 소통하고 월드에서도 소통을 할 수 있는 것이 완벽합니다!그리고 월드가 있는 것부터가 최고! 1대1 소통도 진짜 좋습니다..! 그래서 이렇게 별 5개로 리뷰 남깁니다!
2022-07-14 01:08:08,1,0,0,슬라임 파티..,"아니 슬라임파티 공격?? 전투 그거 있죠 그거 외국사람들이 자기들 전투한다고 대화 와서 패드립하고 욕하고 이게 정상인가요? 진짜 뭔 이상한 기능을 넣어서;; 그 기능 없애주세요 제발 진짜 정신병 걸릴것같아요. 그냥 단지 게임하는건데 무슨 ;; 비공 방까지는 안바래요,, 꽤 현질도 했던 유전데 이걸로 완전 정뚝떨입니다. 제발 없애주세요.. 게임하는데 저희 엄마 욕까지 들어야되요? 진짜 제발 부탁드려요. 외국사람들이 지식이 없을 수도 있는데 그냥 전투를 없애주세요."
2022-07-14 00:01:18,5,0,0,업데이트오류인가요?,"최신버전으로 업데이트 된 후로 아이패드에서 카메라 기능이 잘 안돼요ㅠ 액션,스튜디오,카메라에서 캐릭터 사이즈를 줄이고 늘리기 회전시키기 등의 기능 안됨 기종 아이패드air3"
2022-07-13 16:16:16,3,0,0,버그,"저만 이런지는 모르겠는데 갑자기 무료 젬 획득 찬스 거기에 들어가면 아쉽게도 참여할 수 있는 광고가 없어 이런것 들이 계속 뜹니다 현질도 못하는데 이것도 막다니요..버그라기엔 지웠다 깔아도 똑같고 뭘 해도 다 똑같이 뜹니다 빨리 고쳐주세요..제발
+리뷰 답장을 했다고 해서 들어왔는데 제 리뷰를 못찾겠네요.."
2022-07-13 07:54:43,3,0,0,아이패드 오류,"이번에 크리에이터 선물하는거 정말 너무 좋은것같아요. 의견 잘 반영해주신것같아 감사합니다. 하지만 이번 업데이트를 한후부터 아이패드에서는 스튜디오에서 하는 촬영에 오류가 생긴것같습니다. 캐릭터 확대나 움직일수도 없어요. 앱삭했다 다시 다운로드 해도 똑같네요.. 폰에선 괜찮지만 패드에서는 안됩니다. 패드로 제페토를 사용하는 유저인데 이러면 사용이 너무 어려워집니다.. 빨리 해결부탁드려요..
또 외국 유저는 설문조사도 지원이 안되더라구요..그럼 젬퀘스트 등이 조금더 쉽고 자주 나오면 좋을것같습니다..아니면 현질유도가 너무 심하니까요 ㅜ"
2022-07-13 06:56:26,3,0,0,젬,"안녕하세요 저는 현질러가 아닌 한 소녀입니다
젬 을 얻을려면 점프마스터나 젬 획득 찬스를 찾아가야 하는데 저는 1달 전쯤 부터 젬획득 찬스가 나오지 않습니다 이젬이 고쳐지지 않아서 매우 불편합니다 고쳐주시길 바랍니다"
2022-07-13 03:34:54,5,0,0,❤️,"아이패드 에어 4세대 유저입니다.
제 종이질감필름 탓인지 어플탓인지는 모르겠는데,
다른건 모두 다 터치가 됩니다.
근데 카메라에서 액션모드, 스튜디오모드에서 확대, 축소, 이동이 안됍니다.
앱 지웠다가 다시 설치해보고 다 해보았습니다."
2022-07-13 03:18:26,5,0,0,제페토 유저,"안녕하세요!제페토를 재밌게 플레이하고 있어요!
여러가지 월드가 많아 재밌게 놀 수있으니 좋아요!"
2022-07-13 03:01:30,1,0,0,하아..,"저기요 앱 들어갈때마다 다운로드 실패만 뜨고 튕기는데 리뷰 작성해도 답변은 없고 그럼 게임 하지 말라는거에요 뭐에요??저장공간 관리 들어가서 캐시 삭제도 했는데 그래도 안돼요 고객센터 말고 정확한 답변을 주셔야지 계속 캐시,고객센터만 한다고 되는게 아니에요;;;
와이파이도 다 잘 되는데 이러면 게임 하지 말라는건가요??"
2022-07-13 02:46:00,1,0,0,월드 들어갈려고 하면 자꾸 다운로드 실패라는데요,아이폰 13프로 쓰는데 월드만 들어가려고 하면 계속 다운로드 실패라네요 게임 내 오류 수정도 잘 못하면서 서버 관리라도 제대로 해야할거 아닙니까 ㅋㅋ
2022-07-13 02:34:48,3,0,0,.,아이패드 미니 5세대 사용하는 중 입니다. 월드가 안 들어가지고 다운로드 실패가 뜨고 매치도 할 수가 없는데 어떻게 된건가요?
2022-07-13 02:15:00,5,0,0,좋은데,홈 화면 뒷 배경과 바닥도 직접 갤러리에 있는 사진들로 꾸밀 수 있었으면 좋을 것 같아요 자신이 원하는 느낌으로 사람들이 자유롭게 꾸밀 수 있을 것 같아서 굳.
2022-07-13 02:14:31,1,0,0,뭐냐,앱실행하려고 누르면 계속 튕기면서 안 들어가짐
2022-07-13 02:09:50,5,0,0,안녕하세요 앱이 안들어가져요,"안녕하세요 저는 아이폰 7을 쓰는 한 유저입니다
사실제가 제페토를 지우고있었는데, 업데이트가 되었다는 소식에 다시 깔았더니 아예 안들어가지네요ㅜㅜ
혹시 작동이 안되는 이유가 있을까요? 버전도 높고 업데이트 확인도 했는데..."
2022-07-13 01:16:13,1,0,0,;,"제페토 안 들어가져요 지금 계속 튕겨요 제페토 
아이디 j._.ll00 이건데 빨리 들어가게 해주세요"
2022-07-12 21:37:09,5,0,0,진짜 다 좋은데요..,무슨 허위신고 좀 어떻게 해주세요 증거도 없이 신고가 먹히면 어쩌라는거죠? 진작에 잘못한 사람들은 신고 안 먹히고 증거를 줘도 안 먹히잖아요 그리고 제페토에 초면인데도 불구하고 말을 험하게 하는사람이 있습니다 그걸 제페토가 감지하고 자동으로 경고를 줄순 없을까요? 그리고 현질유도가 너무 심한것 같습니다 요즘 따라 신상이 거의 젬밖에 안 나오구요 코인 신상이 나와도 옷 한벌에 5000원 가까이되죠 제발 가격 좀 내려주시면 좋겠습니다 또 코인으로 젬을 바꿀수 있는 기능을 추가해 주셨으면 좋겠습니다 그럼 제페토를 까는 사람이 더더욱 많아질것 같네요
2022-07-12 19:44:58,5,0,0,이번 업데이트 후 튕김,월요일 업데이트 이후로 안 들어가지는데 빠르게 수정부탁 드려요
