DATE,STAR,LIKE,DISLIKE,TITLE,REVIEW
2022-07-20 09:39:07,5,0,0,I like it but....,It's to hard to get zems it's like to hard I can't get any it's to hard like on the wheel I don't get it everytime
2022-07-20 02:00:13,1,0,0,ACCOUNT WAS DISABLED WITHOUT ME DISABLING IT MYSELF,"So I woke up this morning to see that I was logged out. I love this app, don’t get me wrong. I had recently hit 2.3k followers. I made lots of friends and I was growing quickly. Anyways back to the story, I had woken up and I was logged out. I tried to log back in, and to my surprise, it said my account was disabled and I could not create a new account on this device. I did everything I could to try to get it back, resetting the password, submitting contact support forms, etc. I was able to finally make a new account after deleting and re-downloading the app. But so far, I have received 0 responses to my forms. I did nothing wrong that would get my account disabled… I read through the entire community guidelines page today. Not one rule I had broke. I would really appreciate if I could get my account back, thanks Zepeto.

Edit: I got my account back after 7 days! But then a few hours later, I come to find that it was disabled again. Why?? Who knows. I didn’t do anything wrong within those few hours. So I’ve been emailing and submitting sanction appeal forms over and over again. Only to get the same response of, “ If you haven't violated the Community Guidelines and you believe you have been sanctioned, you can file an account sanction appeal.” VERY frustrating. Horrible help."
2022-07-20 01:58:14,3,0,0,Plz give me my zems I earned,I’ve played Jump Master all day and didn’t get my Zems
2022-07-20 00:40:44,5,0,0,💕,I love this app!! 💖 I made so much friends on it… I just love it download it now!!!<33
2022-07-19 23:07:13,5,0,0,What I love /hate,"I like it but I hate how I can’t post long vids I have to do short ones and why 10k to go live I know it pretty poplar but 10k?! Anyways I love this game I post everyday but I hate who you have to spend  money for n diamonds or coins but I love this game keep up the good work 💅✌🏿💫❤️‍🔥,I love how you can make your own quizzes to to test somebody like you bff / I love how we can watch live stream/it very fun to play / I love how we can make are own crew keep up the good work 💫❤️‍🔥"
2022-07-19 22:53:09,3,0,0,why is this app so cruellllllllllllllllllllllllllllllllllll?,I won’t let me join a game I checked it needs no update can someone please explain or fix this I’m begging if you can check if this is a bug and fix it that would be great. Also it won’t let me comment on posts anymore please help I’m dying
2022-07-19 20:57:46,1,0,0,NOT SAFE,"The app is very fun,but it’s NOT SAFE😡😕on some other delete reviews people had said that their phone iPad or pc was getting hacked into:(please stay safe and DO NOT BUY THIS APP,things that explain it,NOT SAFE,SCARRY,TO MUCH DRAMA,FAKE AGES,NOT SAFE LIKE I SAID…DONT BUY STAY SAFE🥲"
2022-07-19 19:41:09,2,0,0,Have to be older than 12+,"It says you have to be 12+ to be able to play this game. I’ve put my date of birth and I am almost 13 and it says we’re sorry like basically we’re sorry you cannot play this game thanks for checking it out though. I feel like if I got to play over a good game but like I am 12, I am almost 13 in like three months don’t put the wrong age if you’re not gonna let 12-year-olds play this game."
2022-07-19 19:30:05,5,0,0,Hi I made a account and I accidentally pressed yes when my birthday was 2014 I meant to do 2009,Please let me log back in
2022-07-19 18:56:35,3,0,0,I have something to say,"I use to like ZEPETO , into they took my account and  will not give it back there’s not a lot of besties dances there called couples dance, they care a lot  about couples and they all make it hard to get your account back , have a nice day , and happy holidays nova out.slay"
2022-07-19 17:08:39,5,0,0,uwu I’m a baddie now,THEY HAD A AD FOR PAMPERS💀
2022-07-19 16:31:51,5,0,0,ℤ𝕖𝕒𝕡𝕥𝕠 𝕝𝕖𝕥 𝕒𝕝𝕝 𝕡𝕖𝕠𝕡𝕝𝕖 𝕘𝕠 𝕝𝕚𝕧𝕖.,ℤ𝕖𝕡𝕥𝕠 𝕚𝕤 𝕒 𝕡𝕝𝕒𝕔𝕖 𝕥𝕠 𝕡𝕠𝕤𝕥 𝕒𝕟𝕕 𝕞𝕖𝕖𝕥 𝕟𝕖𝕨 𝕗𝕣𝕚𝕖𝕟𝕕 𝕚𝕥 𝕚𝕤 𝕣𝕖𝕒𝕝𝕝𝕪 𝕗𝕦𝕟 𝕓𝕦𝕥 𝕛𝕦𝕤𝕥 𝕠𝕟𝕖 𝕥𝕙𝕚𝕟𝕘 𝕓𝕠𝕥𝕙𝕖𝕣𝕤 𝕞𝕖 𝕚𝕤 𝕠𝕟𝕝𝕪 𝕒 𝕔𝕠𝕦𝕡𝕝𝕖 𝕠𝕗 𝕡𝕖𝕠𝕡𝕝𝕖 𝕔𝕒𝕟 𝕘𝕠 𝕝𝕚𝕧𝕖. 𝕊𝕠 𝕫𝕖𝕡𝕥𝕠 𝕚𝕗 𝕪𝕠𝕦 𝕣𝕖𝕒𝕕 𝕥𝕙𝕚𝕤 𝕔𝕒𝕟 𝕪𝕠𝕦 𝕡𝕝𝕖𝕒𝕤𝕖 𝕞𝕒𝕜𝕖 𝕚𝕥 𝕤𝕠 𝕨𝕖 𝕔𝕒𝕟 𝕒𝕝𝕝 𝕘𝕠 𝕝𝕚𝕧𝕖 𝕒𝕟𝕕 𝕚𝕗 𝕪𝕠𝕦𝕣 𝕨𝕠𝕣𝕜𝕚𝕟𝕘 𝕠𝕟 𝕚𝕥 𝕞𝕒𝕪𝕓𝕖 𝕨𝕠𝕣𝕜 𝕒 𝕝𝕚𝕥𝕥𝕝𝕖 𝕗𝕒𝕤𝕥𝕖𝕣 𝕒𝕟𝕕 𝕙𝕒𝕣𝕕𝕖𝕣.
2022-07-19 12:15:18,4,0,0,ZEPETO,I like the game but when I hit 1.1k followers it stopped letting me follow people back
2022-07-19 11:43:31,1,0,0,Zepeto,Hello zepeto you have created a very fun game but it won’t let me upload post it says there includes a ban word but people have bios that have many bad words in them and they are not banned I also put my password as my gmail password and I can’t change my password again.
2022-07-19 07:33:30,4,0,0,My nightmare,Ok so I’ve been playing for a couple days and last night when I went to be a had a nightmare but not your typical nightmare it was about ZEPETO I’m pictured myself play in a world then the screen turned red and and it was ZEPETO character where ing a black robe with a red face that was creepy so the next day when I woke up and put my headphones on to play like I always do I heard something. So for all ZEPETO players please be safe out there
2022-07-19 05:24:03,5,0,0,Best ever!!! Get it now!!,"So sadly you can’t gift until you’ve been playing fr 30 days, I haven’t been playing for 30 days yet but I already have 1.0k followers! There a lot of game choices to chose from, you buy new clothes that you like, or even make clothes for people to buy! I give the app a 1000000000/1 I mean it’s amazing!"
2022-07-18 17:25:08,5,0,0,Great app but something is happening,Ok so I love zepeto but so I try changing my pfp but it won’t let me idk what’s wrong bc it’s working for everyone else and It won’t let me zoom in or out 😐 so idk
2022-07-18 16:23:02,4,0,0,ZOOM BACK,PLEASE PIT THE ZOOM BACK PLEASEE FOR IPADS ME AND MY COUSIN ARE SO MAD BC WE HAVE IPADS IM BEGGING
2022-07-18 15:24:51,4,0,0,Good app but…,"Hi! This app is a great game to play with friends, family and etc. but, I think they should solve the problem that in iOS (I’m in iOS) for me it doesn’t work the offer of “Grab that Zem”… it says that there’s no actual offers for me. I enter the app every day and check the offer but still the same. Please, I don’t have zems and the other offers are very hard to win. I have so many dream accessories but is very difficult for me and other people to get zems…so if the Zepeto Team is watching this, please try to solve this problem!! Besides this, is a very great app! EDIT: 

hi! I just found out it works in different locations. I got some zems but now in the locations I used to get zems it says “offer not available” or something like that. And as I said, is very very difficult to get zems with lucky, and I NEVER had won a single zem in lucky, thanks for the answer and hope you can add other different ways to get zems!!"
2022-07-18 14:24:38,4,0,0,SUPER FUN BUT-,I LOVE ZEPETO!! I love how you post and just everything but there is a glitch where you cant spin or zoom in the camera area! PLS FIX!! I NEED TO KEEP MY FANS ENERTAINED
2022-07-18 13:00:45,5,0,0,I have it the game is so  good let me put some more outfits,Joh
2022-07-18 10:14:04,4,0,0,Request!,I love this game. It's super fun but I have one issue...most things are for women and as someone who is trans I'd like to request to change the bust size (breasts) for example: certain clothes make you have breasts and some people don't have that so it'd be nice to be able to change that!
2022-07-18 09:41:29,1,0,0,"Good idea, terrible app","ive been playing for a while and i like the idea of zepeto but the app is just terrible. so many bugs and glitches and badly desinged features, and they never fix anything. always doing new updates that makes it worse not better so who cares about new festures if nothing works properly. everything takes so much time its so hard to shop because its so hard to find stuff, poses save in such low quality then the uploads ruin the quality of the posts even more. the game is so expensive for an app where every single area has a major issue that just makes it not worth it. i been playing 3 years and probably have spent thousands of dollars for sure but i waste so much time dealing with issues and scrolling and edits that get ruined that its just not worth it anymire so im leaving. maybe ill check back in a year to see if its better but i dont expect so because its been 3 years and nothing is better. goodbye zepeto. u lost a customer who spent a lot of money because u have ur prorities for the app wrong. bye"
2022-07-18 09:37:43,5,0,0,💯,What I really want to say this is the best game I ever played and feel comfortable feel like a young girl again yes you guys need to put some Dancehall music to as well and different dance steps hey I love this game but I can’t update yet I have to waitBut great job👍🏾👍🏾👍🏾👍🏾👍🏾
2022-07-18 09:23:31,3,0,0,my character is stuck,on the camera mode after the new update i can’t move my character it won’t let me idk why
2022-07-18 09:16:22,5,0,0,Wierd,When I was playing the game I heard breathing
2022-07-18 07:47:45,5,0,0,Some glitched that logged out of my game,"I was longing on one day but it kept on saying I had to do more apps for my 
Date of birth so I was putting it in but every time it would say that it was not mine so I’m not sure but the games are really good because of the glitch I was gonna give you guys a three star but like I like the games a lot I can give you guys another one because like I really like the game of jumping whoever made that I love them"
2022-07-18 07:42:48,2,0,0,Guilty,ZEPETO is making me feel so guilty about it
2022-07-18 06:36:47,5,0,0,Amazing!,I love the game but sometimes it glitches and puts me back to my homepage but i really like the game😋
2022-07-18 04:53:34,4,0,0,Zepeto Became A Dating Site,"I use to love Zepeto but slowly but surely it started turning into a dating site which affected me a lot maybe you guys could remove some poses I feel like it’s a little unexpectable bc even tho the game is for 12+ there’s still 6 year olds that join and they can say that there 12. Even tho it was a good game I made lots of friends and followers and I was devastated when I quit but it was necessary if it was affecting me, I will wait for your responses!! Have a great day!!🙏 (btw my acc name is jordi_ishot 🤣🤣 byee"
2022-07-17 23:03:06,3,0,0,Lag,makes my phone very slow and this app is very laggy and not exactly worth it to me. it reminds me of lot of roblox but roblox is faster and doesn't effect my phone. otherwise it's an okay app!
2022-07-17 18:10:56,4,0,0,Great app but some problems,"It’s a great app but since July i can’t move my Zepeto characters. When i wanna change my profile, i can’t because i can’t move the character. It makes me sad. So if you’re seeing this, please fix it. Thank you!"
2022-07-17 17:54:29,5,0,0,I love this game,This game is so much fun I love it and you can talk to people there’s so many mini games they can play and you can also decorate your avatar there’s so many things to choose and you can make friends to virtual friends 😁😁
2022-07-17 16:40:40,1,0,0,I NEED THE DEVELOPERS ATTENTION,"Look I love this game but there is someone that needs to be taken off the game. She has been calling people f@gs, threatening to stab someone, saying she hopes someone gets r@ped and much more. I have reported her but nothing is happening! This is not ok. And she keeps making new accounts if she is blocked. You need to do something about this."
2022-07-17 14:55:21,2,0,0,Scamming,It has been making me waist my credits on the quest things and I have not got the amount of money I was looking for also it keeps taking me out of my account
2022-07-17 14:00:59,4,0,0,"Enjoyable! (Hard to get Zems, a currency in Zepeto)","I really like this app, and what I do enjoy about it is that you can make your own avatar and post videos. You can also make and join worlds and meet people and play fun games to earn money to buy new accessories! True only thing I think is best to be improved it that it is hard to earn free Zems. Zems is a currency you can use to get exclusive items that are usually paid for on a credit card. There is a way you can earn free Zems but it is very difficult to. But overall great app!"
2022-07-17 13:17:11,5,0,0,Amazing app but…,Okay so this app is amazing but I’m trying to move my person from the pfp and the photo so I could do other stuff with it and it’s not working I don’t know if it’s a new update or not but I need you to help me PLEASE AND TY
2022-07-17 12:59:43,5,0,0,🤩,This is the best game I ever played you can buy your games but your birthday in it and it's so awesome and if I did not buy this game I would've been so sad but now I can buy it with my money and it works and I can't wait for you guys to play it.
2022-07-17 09:32:38,2,0,0,I said two stars because..,I was trying to go into these games in it and it wasn’t letting me like at all so yea i don’t know what to do or why it’s doing this but it’s kinda annoying because I would like to play this game but it’s just not working and I have good internet so I don’t know what the problem is
2022-07-17 08:00:00,5,0,0,I love this game,I’m gonna play it forever
2022-07-17 07:25:46,5,0,0,I LOVE THIS,I love how you can post build and etc but I really wish you could make clothes without have to sign in and get gems easier also sometime their this bug like when I’m try to move my character in camera it won’t move
2022-07-17 03:46:44,5,0,0,It’s a cool game,I hope they do more skateboard tricks like kickflip and things like that
2022-07-17 03:14:36,1,0,0,Bad app,This app is a bad app there is sexual harassment on it and stuff like that don’t download it
2022-07-16 15:42:24,4,0,0,From: Lizzymace,"I really like this app but I’m confused on something, Idk if you guys got rid of the Play button or not, Because I can’t see it, If you did that’s okay,"
2022-07-16 14:04:45,1,1,0,ITS HAUNTED,I HERD SOME SOUNDS IN THE BACKGROUND IT MEANS THEY ARE HACKERS THAT WATCHING US I HATE THIS GAME AND I MADE A AVATAR I WENT TO DRINK SOME TEA WHWN I CAME BACK I SAW MY AVATAR BEING A DEMON BUT I MADE IT LIKE PREPPY STUFF LIKE THAT 0/5 ITS MY NIGHTMARE NOW !
2022-07-16 10:45:00,5,0,0,IM INLOVE but…,I love the app I made TikTok’s I’m now famous but I want more TikTok dances on the app like I wanna hit u with a base balll bat but overall this is a good app
2022-07-16 08:32:30,5,0,0,Best app ever,As a 14 year old not being able 2 have tiktok or snap this app is really safe and fun for me you can post with your avatar you can talk 2 other ppl make friends and more it’s a really good app for kids 13 and over if your 11 or 12 ehh is kinda good for you  but  there r some bugs when I try and get Zems it won’t let me anymore….that’s the only thing that is wrong! But anything other than that it’s really cool!
2022-07-15 23:09:06,5,0,0,Profile problem,SOO I was tryna match pfp with my friend and it would not let me move my character
2022-07-15 20:16:14,5,0,0,AMAZING! but one thing…,"It’s so good I love the clothes style and events! They are so fun and it makes me so happy <3 I love the fun outfits and poses thank you so much for making this app, but one thing! please make the thing where you can zoom your zepeto character closer come back, its not working and i really need it for my photobooths and videos! xx!"
2022-07-15 18:47:38,5,0,0,How,"How do you pick your birthday we 
can’t post this like you’re my birthday attitude"
2022-07-15 17:13:59,5,0,0,Gifting/grab that zem are giveing me trouble,"I love this app so much This is basically like all social media’s mixed togather/roblox 

But grab that zem dose not work for a lot of people tapjoy no longer works and you never get any other survey requests so it’s relly hard to get zems and relly hard to get iteams 
So if that got fixed I know so many people would be so happy for grab that zem to be fixed or maybe 

Maybe you can add tasks that give you zems instead of getting coins you can get zems oml so many ppl will be obsessed with that update and so many ppl will come back to ZEPETO and new plays will definitely come"
2022-07-15 13:59:09,5,0,0,Problem and add more stuff,"Hi ZEPETO I love the game but there bin problems it won’t let me zoom in or out of the pose or dance and we’re. Go make ur on vid it not letting me cut can u,guys fix it pless and I wonder if u can spot that u can sell the item u buy and get ur gem back pless I’m begging 😭😭asd it"
2022-07-15 12:55:01,5,0,0,Some thing I want to change,"First there’s a lot of people who are preppy and aesthetic who are going through a lot of apps like “Colortune,Ultralight,CapCut,KineMaster”
That’s 4 apps that they have to go through how about they just put aesthetic filters there not any but there’s still filters just not “cooge”
Filter
And just other filters took hope this isn’t a problem anymore but all I’m trying to say is to put more filters on I feel like there not that much that are aesthetic or just anything we like so please?."
2022-07-15 11:39:52,3,0,0,Zems,I got the premium and I was supposed to get them.
2022-07-15 11:26:37,5,0,0,Delete my jackaturservice account please it’s a request plz,Zepeto can u please delete my username jackaturservice account please I need to get to my regular account it would be really helpful -Xiaoling
2022-07-15 10:45:30,4,0,0,crashes a lot,good other than that
2022-07-15 09:32:48,4,0,0,Great app but annoying,"ZEPETO is a great app but what annoys me is that it kicks me out of the game every now and then, and when I want to choose a pose for a photo it stays stuck to 20% then kicks me out , other then that it’s a great app out of 1-10 it would be a 9 because of everything I just said ZEPETO is a great app tho sort of like TikTok and roblox mixed good job ZEPETO."
2022-07-15 08:36:54,5,0,0,good but,The new version does not let me use poses well. I can’t move the avatar or change the size please fix this. Otherwise I love the app!
2022-07-14 20:29:44,4,0,0,Love this game!,I think there is a bug where I can’t move my character when I’m in ‘camera’ I can’t move my character. Please fix this zepeto this game is amazing!
2022-07-14 19:35:28,4,0,0,it’s great and all but..,"So let’s start from the beginning,the game is wonderful and all but my request is ,if you accidentally click on the ‘reset’ button you won’t have the face you had before as it happened to me and l’m not able to to remake my old face l would like if you added something to get your old avatar back

 Thank you for reading this,"
2022-07-14 17:14:19,5,0,0,Fun,This is a fun little app it helps with my depression and anxiety a lot I enjoy making videos and playing the mini games..
2022-07-14 13:37:02,5,0,0,Love it,Love this app
2022-07-14 12:10:45,1,0,0,WHY JUST WHY,"I’m so frustrated that I just downloaded this app and when I signed up, guess what? IT KICKED ME OUT JUST FOR PUTTING MY BIRTHDATE AND IM FREAKING 12 YEARS OLD"
2022-07-14 11:54:09,3,0,0,I am not saying my name cause I don’t feel safe,One of my friends introduced me to Zepeto so at that time I wanted a game to play so I downloaded when I entered the app the background seemed nice then this popped up saying if it could send me notifications so I clicked yes and then another question popped up asking for my TRACKING and I was trying to get out of the app but it wouldn’t let me out so I just clicked “ask app not to track” then I did my avatar then I saw crews so I clicked on it and then these non kid friendly groups popped up and it was just disgusting like Zepeto the app said for 12+ but it’s CLEARLY NOT i am over 12+ but I am not gonna say my age but I have a niece who is literally 13 and she is playing this game and these disgusting groups are on here then after I started to make friends but then someone texted me on the app saying if I wanted to show them MY FACE and tell them my AGE and DATE them but I never followed this person and they are texting me so i blocked them then the same person added me and my niece to a group with them and started to frighten my niece we both deleted the app and I am never gonna play Zepeto again so in my opinion Zepeto is not kid friendly so I would not recommend this app
2022-07-14 11:09:29,4,0,0,Bans,Idky but I can log in to the app anymore
2022-07-14 10:35:02,5,0,0,I like it but,"I really like the app but why can’t zems be for free and if it was I would really like the app
Love,Lola"
2022-07-14 10:05:46,4,0,0,Amazing game but ☹️,"I have been using ZEPETO for a year not I got it for my birthday and it was fun to use but over the few months I started losing interest in the all cause 1. Started getting expensive 
2. Not being able to get zems I don’t have the money to buy zems not being able to get surveys 
3. Not having fun 

ZEPETO was a very fun app to use everyday into it got really expensive to buy items and makeover your character and the game would crash every 3 weeks which was very upsetting and annoying"
2022-07-14 09:50:56,5,0,0,Hello,I LOVE ZEPETO SO MUCH AND I DON’T NOT LIKE IT I LOVE IT
2022-07-14 09:11:05,1,0,0,I hate zepeto,Bc you guys won’t let me in and I’m 12+ bad review
2022-07-13 20:53:22,5,0,0,Amazing! ＾＾,So when I downloaded this game it was exiteing ! It turned out to be even better what I expect Ü
2022-07-13 16:44:22,5,0,0,😍,I love this game it’s just super fun and addicting and trending on Tik Tok
2022-07-13 15:45:50,3,0,0,I,Ii
2022-07-13 14:36:36,5,0,0,Can you add gems for the new players,Pl
2022-07-13 14:29:12,5,0,0,Great app.,"I can't really rate it well, but I once sneaked the app!! It was so fun until my mom caught me😀"
2022-07-13 14:03:10,5,0,0,ZEPETO,"Zepeto is definitely ADDICTING. You can make friends, find your true love, play games, join/make a crew, post videos, and make an avatar! ZEPETO is basically a mash-up of Roblox and Tik Tok. You can play so many games, with different people, and you can post things, like dances, or poses. There’s this thing called “Template” and that’s normally used for videos. Like Tik Tok, there are different dances and sounds. Also, there are “Crews”. Like, for example: “Friend group.” You can join or make a crew. ZEPETO definitely helps make friends around the world!"
2022-07-13 10:02:51,5,0,0,Let more people go live,ZEPETO should let people at 1.0k followers to go live because getting to 10.0k takes a lot of time
2022-07-13 07:38:43,5,0,0,I love it but,I love it I’ve been playing it for a while now but I just wish it was easier to get zems but that’s it
2022-07-12 20:44:41,5,0,0,Help me guys,Can y’all help me because when I try to purchase something or try to it says oops app purchase was canceled so pls help me
2022-07-12 20:10:38,1,0,0,I hate this!,This app will no let me use it it keeps sending me back to the home screen!
2022-07-12 18:03:17,4,0,0,ZEPETO=the best,Okay so I’ve started playing this and the game is amazing 🤩 I’ve started creating things like nails and dresses but I think it would be better if there was even more options then the same ones I say that because then people creating these would be more creative. Even if y’all are probably not going to see this but if you do please think about it thank you very much for the game it’s is wonderful 😊
2022-07-12 17:23:05,5,0,0,I love it but..,I love ZEPETO but its not letting me in the app :( and i rlly wanna talk to my new friends i made! :<
2022-07-12 16:01:45,4,0,0,Everything went well but,I have been looking for games that have hazbin hotel and helluva boss clothing to RP with but I can’t find any only 1% of the games I downloaded had it can you put them in the game like the characters nifty husker Alastor  vaggy Charlie morningstar did new look saw the old ones it doesn’t matter hello with the boss doesn’t matter either because they’re all good please put them on thank you
2022-07-12 12:59:45,4,0,0,Great but,So I was playing jump master my internet was good and not laggy and it said error when I was almost at the top and it happens all the time and I hate it
2022-07-12 12:51:38,5,0,0,This game is awesome,I love this game it’s not like Roblox or any other formats it’s fun kid friendly to I love this keep up the good work <3 -Emma
2022-07-12 08:27:42,5,0,0,Glitch,Keep crashing (even can't open it) after updating to 3.14.0 on IOS 13.5.1.
2022-07-12 08:10:13,5,0,0,You are so amazing,Hiiiii
2022-07-12 07:40:32,1,0,0,………,Hello! ZEPETO ummm I can’t log IN for some reason 😭😭 and I really was looking forward to play it bc it looks so fun can u guys please fix it 🤧😭😭 I’m about to go cry THIS GAME LOOKS SUPER z fun the fact that I can’t log in is KILLING MZeee
2022-07-12 05:59:00,4,0,0,The update for me,So I updated the game and now when I join the game it kicks me out all the time and I delete the app and have back again and still and it’s my favorite app
2022-07-12 05:45:08,5,0,0,I love this app a lot,"Ok first I love it sooo much but recently I updated it and when I try to click it, it kicks me out ZEPETO pls help if u can!!💔"
2022-07-12 05:02:56,5,0,0,Great app!,This is my favorite app. I love how you can save the videos or poses to pst them.keep up the good work
2022-07-12 03:35:44,4,0,0,Cant join,I cant even gwt in the game im 13 and icant get on the game and just for that in deleting this dumb game for kicking me off the game evry time i trgto gwt on good bye you just lost one of your players
2022-07-11 22:43:33,5,0,0,很好玩！interesting,"嗯嗯……作为中国人看到评论是英文就打英文吧……这款游戏是我一年前开始玩的 特别好玩！！就是衣服有点贵……学生买不起啊As a Chinese, I'when I see that the comments are in English, I'll play English. I started playing this game a year ago. It's especially fun! It's just that clothes are a little expensive … students can't afford them."
2022-07-11 22:13:42,5,0,0,"Great, but","It’s an amazing app! Just you need to make it smaller for people on IPads it’s hard to get the ‘My Sounds’ and the sound extraction needs to be fixed, please fix it!"
2022-07-11 15:36:59,5,0,0,Idk what happened..,"After i read a very creepy review about zepeto, Zepeto wouldnt let me in when i clicked on it i got kicked out right away i shut my phonw all the way and turned it on again and it atill disnt let me in,i even deleted the app and downloaded it again but it still disint let me in... help idk what i did or what to do."
2022-07-11 15:02:31,5,0,0,Great app but…,"I love this app it’s great but you know how every time when you go to camera and it shows your avatar? Well, when that happens to me it won’t let me remove it I have tried many times I’ve even tried to delete the app and reinstall it but it didn’t work please fix this for me or tell me how to fix it.thank you! :)"
2022-07-11 13:26:45,5,0,0,Good,I like it
2022-07-11 11:45:18,1,0,0,the worst,the game dose not let me get in i waited a long time and it still dose not let me go in i tried everything but the app still doesn't let me go in
